id,name,logo_path,territory_id,confed_id,official_name,code,gender,type,level,is_active
272,Liga 1,res://assets/textures/tournament_logo/272.png,151,9,Moldovan Liga 1,,0,1,2,1
273,Premier League,res://assets/textures/tournament_logo/273.png,153,21,Mongolian Premier League,,0,1,1,1
274,First League,res://assets/textures/tournament_logo/274.png,153,21,Mongolian First League,,0,1,2,1
275,Prva CFL,res://assets/textures/tournament_logo/275.png,154,9,Montenegrin Prva CFL,,0,1,1,1
276,Druga CFL,res://assets/textures/tournament_logo/276.png,154,9,Montenegrin Druga CFL,,0,1,2,1
277,Botola Pro,res://assets/textures/tournament_logo/277.png,156,16,Moroccan Botola Pro,,0,1,1,1
278,Botola Pro 2,res://assets/textures/tournament_logo/278.png,156,16,Moroccan Botola Pro 2,,0,1,2,1
279,Amateur National Championship,res://assets/textures/tournament_logo/279.png,156,16,Moroccan Amateur National Championship,,0,1,3,1
280,Moçambola,res://assets/textures/tournament_logo/280.png,157,18,Mozambique Moçambola,,0,1,1,1
281,National League,res://assets/textures/tournament_logo/281.png,158,23,Myanmar National League,,0,1,1,1
282,National League 2,res://assets/textures/tournament_logo/282.png,158,23,Myanmar National League,,0,1,2,1
283,Premiership,res://assets/textures/tournament_logo/283.png,159,18,Namibia Premiership,,0,1,1,1
284,Super League,res://assets/textures/tournament_logo/284.png,161,22,Nepal Super League,,0,1,1,1
285,Martyr's Memorial A-Division League,res://assets/textures/tournament_logo/285.png,161,22,Nepal Martyr's Memorial A-Division League,,0,1,1,1
286,Eredivisie,res://assets/textures/tournament_logo/286.png,162,11,Dutch Eredivisie,,0,1,1,1
287,Eerste Divisie,res://assets/textures/tournament_logo/287.png,162,11,Dutch Eerste Divisie,,0,1,2,1
288,Tweede Divisie,res://assets/textures/tournament_logo/288.png,162,11,Dutch Tweede Divisie,,0,1,3,1
289,Derde Divisie Saturday,res://assets/textures/tournament_logo/289.png,162,11,Netherlands Derde Divisie Saturday,,0,1,4,1
290,Derde Divisie Sunday,res://assets/textures/tournament_logo/290.png,162,11,Netherlands Derde Divisie Sunday,,0,1,4,1
291,Super Ligue,res://assets/textures/tournament_logo/291.png,163,25,New Caledonia Super Ligue,,0,1,1,1
292,National League Championship,res://assets/textures/tournament_logo/292.png,164,26,New Zealand National League Championship,,0,1,1,1
293,Northern League,res://assets/textures/tournament_logo/293.png,164,26,New Zealand Northern League,,0,1,2,1
294,Central League,res://assets/textures/tournament_logo/294.png,164,26,New Zealand Central League,,0,1,2,1
295,Southern League,res://assets/textures/tournament_logo/295.png,164,26,New Zealand Southern League,,0,1,2,1
296,Liga Primera,res://assets/textures/tournament_logo/296.png,165,13,Nicaragua Liga Primera,,0,1,1,1
297,Super Ligue,res://assets/textures/tournament_logo/297.png,166,19,Niger Super Ligue,,0,1,1,1
298,Nigerian Professional Football League,res://assets/textures/tournament_logo/298.png,167,19,Nigerian NPFL,,0,1,1,1
299,National League,res://assets/textures/tournament_logo/299.png,167,19,Nigeria National League,,0,1,2,1
300,Premier Football League,res://assets/textures/tournament_logo/300.png,170,21,DPR Korea Premier Football League,,0,1,1,1
301,Prva Liga,res://assets/textures/tournament_logo/301.png,171,9,Macedonian Prva Liga,,0,1,1,1
302,Vtora Liga,res://assets/textures/tournament_logo/302.png,171,9,Macedonian Vtora Liga,,0,1,2,1
303,KTFF Süper Lig,res://assets/textures/tournament_logo/303.png,172,10,Northern Cyrpus KTFF Süper Lig,,0,1,1,1
304,KTFF 1. Lig,res://assets/textures/tournament_logo/304.png,172,10,Northern Cyrpus KTFF 1. Lig,,0,1,2,1
305,Premiership,res://assets/textures/tournament_logo/305.png,173,11,Northern Irish Premiership,,0,1,1,1
306,Championship,res://assets/textures/tournament_logo/306.png,173,11,Northern Irish Championship,,0,1,2,1
307,Premier Intermediate League,res://assets/textures/tournament_logo/307.png,173,11,Northern Irish Premier Intermediate League,,0,1,3,1
308,Marianas Soccer League 1,res://assets/textures/tournament_logo/308.png,174,21,Marianas Soccer League 1,,0,1,1,1
309,Eliteserien,res://assets/textures/tournament_logo/309.png,175,8,Norwegian Eliteserien,,0,1,1,1
310,1. divisjon,res://assets/textures/tournament_logo/310.png,175,8,Norwegian 1. divisjon,,0,1,2,1
311,2. divisjon,res://assets/textures/tournament_logo/311.png,175,8,Norwegian 2. divisjon,,0,1,3,1
312,Professional League,res://assets/textures/tournament_logo/312.png,176,24,Oman Professional League,,0,1,1,1
313,First Division League,res://assets/textures/tournament_logo/313.png,176,24,Oman First Division League,,0,1,2,1
314,A League,res://assets/textures/tournament_logo/314.png,177,11,Orkney A League,,0,1,1,1
315,B League,res://assets/textures/tournament_logo/315.png,177,11,Orkney B League,,0,1,2,1
316,Premier League,res://assets/textures/tournament_logo/316.png,178,22,Pakistan Premier League,,0,1,1,1
317,West Bank Premier League,res://assets/textures/tournament_logo/317.png,180,24,Palestinian West Bank Premier League,,0,1,1,1
318,Liga Panamena de Futbol,res://assets/textures/tournament_logo/318.png,181,13,Panama Liga Panamena de Futbol,,0,1,1,1
319,Liga Nacional de Ascenso,res://assets/textures/tournament_logo/319.png,181,13,Panama Liga Nacional de Ascenso,,0,1,2,1
320,Premier Soccer League,res://assets/textures/tournament_logo/320.png,182,25,Papua New Guinea Premier Soccer League,,0,1,1,1
321,Primera Division,res://assets/textures/tournament_logo/321.png,183,3,Paraguayan Primera Division,,0,1,1,1
322,División Intermedia,res://assets/textures/tournament_logo/322.png,183,3,Paraguayan División Intermedia,,0,1,2,1
323,Liga 1,res://assets/textures/tournament_logo/323.png,184,3,Peruvian Liga 1,,0,1,1,1
324,Liga 2,res://assets/textures/tournament_logo/324.png,184,3,Peruvian Liga 2,,0,1,2,1
325,Football League,res://assets/textures/tournament_logo/325.png,185,23,Philippines Football League,,0,1,1,1
326,Ekstraklasa,res://assets/textures/tournament_logo/326.png,187,9,Polish Ekstraklasa,,0,1,1,1
327,I liga,res://assets/textures/tournament_logo/327.png,187,9,Polish I liga,,0,1,2,1
328,II liga,res://assets/textures/tournament_logo/328.png,187,9,Polish II liga,,0,1,3,1
329,Liga Portugal,res://assets/textures/tournament_logo/329.png,188,10,Liga Portugal,,0,1,1,1
330,Liga Portugal 2,res://assets/textures/tournament_logo/330.png,188,10,Liga Portugal 2,,0,1,2,1
331,Liga 3,res://assets/textures/tournament_logo/331.png,188,10,Portugal Liga 3,,0,1,3,1
332,Liga Puerto Rico,res://assets/textures/tournament_logo/332.png,189,12,Liga Puerto Rico,,0,1,1,1
333,Stars League,res://assets/textures/tournament_logo/333.png,190,24,Qatar Stars League,,0,1,1,1
334,Second Division,res://assets/textures/tournament_logo/334.png,190,24,Qatari Second Division,,0,1,2,1
335,Premier League,res://assets/textures/tournament_logo/335.png,191,18,Réunion Premier League,,0,1,1,1
336,Liga I,res://assets/textures/tournament_logo/336.png,192,9,Romanian Liga I,,0,1,1,1
337,Liga II,res://assets/textures/tournament_logo/337.png,192,9,Romanian Liga II,,0,1,2,1
338,Premier League,res://assets/textures/tournament_logo/338.png,193,9,Russian Football Premier League,,0,1,1,1
339,National League,res://assets/textures/tournament_logo/339.png,193,9,Russian Football National League,,0,1,2,1
340,Division A Gold Group,res://assets/textures/tournament_logo/340.png,193,9,Russia FNL 2 Division A Gold Group,,0,1,3,1
341,Division A SilverGroup,res://assets/textures/tournament_logo/341.png,193,9,Russia FNL 2 Division A Silver Group,,0,1,3,1
342,National Soccer League,res://assets/textures/tournament_logo/342.png,194,17,Rwandan National Soccer League,,0,1,1,1
343,Football League,res://assets/textures/tournament_logo/343.png,197,12,Saint Helena Football League,,0,1,1,1
344,SKNFA Premier League,res://assets/textures/tournament_logo/344.png,198,12,SKNFA Premier League,,0,1,1,1
345,SLFA First Division,res://assets/textures/tournament_logo/345.png,199,12,SLFA First Division,,0,1,1,1
346,Senior League,res://assets/textures/tournament_logo/346.png,200,12,Saint-Martin Senior League,,0,1,1,1
347,Ligue de Football,res://assets/textures/tournament_logo/347.png,201,12,Saint Pierre et Miquelon Ligue de Football,,0,1,1,1
348,SVGFF Premier Division,res://assets/textures/tournament_logo/348.png,202,12,SVGFF Premier Division,,0,1,1,1
349,SVGFF First Division,res://assets/textures/tournament_logo/349.png,202,12,SVGFF First Division,,0,1,2,1
350,Championships,res://assets/textures/tournament_logo/350.png,203,12,Saint-Barthelemy Championships,,0,1,1,1
351,Campionato Sammarinese,res://assets/textures/tournament_logo/351.png,205,10,San Marino Campionato Sammarinese,,0,1,1,1
352,Championship,res://assets/textures/tournament_logo/352.png,206,15,São Tomé and Príncipe Championship,,0,1,1,1
353,Pro League,res://assets/textures/tournament_logo/353.png,207,24,Saudi-Arabian Pro League,,0,1,1,1
354,First Division League,res://assets/textures/tournament_logo/354.png,207,24,Saudi First Division League,,0,1,2,1
355,Second Division League,res://assets/textures/tournament_logo/355.png,207,24,Saudi Second Division League,,0,1,3,1
356,Third Division League,res://assets/textures/tournament_logo/356.png,207,24,Saudi Third Division League,,0,1,4,1
357,Premier League,res://assets/textures/tournament_logo/357.png,208,11,Scottish Premier League,,0,1,1,1
358,Championship,res://assets/textures/tournament_logo/358.png,208,11,Scottish Championship,,0,1,2,1
359,League 1,res://assets/textures/tournament_logo/359.png,208,11,Scottish League 1,,0,1,3,1
360,League 2,res://assets/textures/tournament_logo/360.png,208,11,Scottish League 2,,0,1,4,1
361,Highland League,res://assets/textures/tournament_logo/361.png,208,11,Scottish Highland League,,0,1,5,1
362,Lowland League,res://assets/textures/tournament_logo/362.png,208,11,Scottish Lowland League,,0,1,5,1
363,Ligue 1,res://assets/textures/tournament_logo/363.png,209,19,Senegal Ligue 1,,0,1,1,1
364,Super Liga,res://assets/textures/tournament_logo/364.png,210,9,Serbian Super Liga,,0,1,1,1
365,Prva Liga,res://assets/textures/tournament_logo/365.png,210,9,Serbian Prva Liga,,0,1,2,1
366,Premier League,res://assets/textures/tournament_logo/366.png,211,18,Seychelles Premier League,,0,1,1,1
367,National Premier League,res://assets/textures/tournament_logo/367.png,212,19,Sierra Leone National Premier League,,0,1,1,1
368,Premier League,res://assets/textures/tournament_logo/368.png,213,23,Singapore Premier League,,0,1,1,1
369,Premier League,res://assets/textures/tournament_logo/369.png,215,12,Sint Maarten Premier League,,0,1,1,1
370,First Football League,res://assets/textures/tournament_logo/370.png,216,9,Slovak First Football League,,0,1,1,1
371,2 Liga,res://assets/textures/tournament_logo/371.png,216,9,Slovakian 2 Liga,,0,1,2,1
372,3 Liga,res://assets/textures/tournament_logo/372.png,216,9,Slovakian 2 Liga,,0,1,3,1
373,1. SNL,res://assets/textures/tournament_logo/373.png,217,9,Slovenian 1. SNL,,0,1,1,1
374,2. SNL,res://assets/textures/tournament_logo/374.png,217,9,Slovenian 2. SNL,,0,1,2,1
375,3. SNL,res://assets/textures/tournament_logo/375.png,217,9,Slovenian 3. SNL,,0,1,3,1
376,S-League,res://assets/textures/tournament_logo/376.png,218,25,Solomon Islands S-League,,0,1,1,1
377,Premier League,res://assets/textures/tournament_logo/377.png,219,17,Somali Premier League,,0,1,1,1
378,Second League,res://assets/textures/tournament_logo/378.png,219,17,Somali Second League,,0,1,2,1
379,Premier Soccer League,res://assets/textures/tournament_logo/379.png,221,18,South African Premier Soccer League,,0,1,1,1
380,National First Division,res://assets/textures/tournament_logo/380.png,221,18,South African National First Division,,0,1,2,1
381,K League 1,res://assets/textures/tournament_logo/381.png,222,21,South Korean K League 1,,0,1,1,1
382,K League 2,res://assets/textures/tournament_logo/382.png,222,21,South Korean K League 2,,0,1,2,1
383,K3 League,res://assets/textures/tournament_logo/383.png,222,21,Korean K3 League,,0,1,3,1
384,K4 League,res://assets/textures/tournament_logo/384.png,222,21,Korean K4 League,,0,1,4,1
385,Premier League,res://assets/textures/tournament_logo/385.png,224,17,South Sudan Premier League,,0,1,1,1
386,La Liga,res://assets/textures/tournament_logo/386.png,226,10,Spanish La Liga,,0,1,1,1
387,La Liga 2,res://assets/textures/tournament_logo/387.png,226,10,Spanish La Liga 2,,0,1,2,1
388,Primera División RFEF Group 1,res://assets/textures/tournament_logo/388.png,226,10,Primera División RFEF Group 1,,0,1,3,1
389,Primera División RFEF Group 2,res://assets/textures/tournament_logo/389.png,226,10,Primera División RFEF Group 2,,0,1,3,1
390,Spanish Segunda RFEF Group 1,res://assets/textures/tournament_logo/390.png,226,10,Spanish Segunda RFEF,,0,1,4,1
391,Spanish Segunda RFEF Group 2,res://assets/textures/tournament_logo/391.png,226,10,Spanish Segunda RFEF,,0,1,4,1
392,Spanish Segunda RFEF Group 3,res://assets/textures/tournament_logo/392.png,226,10,Spanish Segunda RFEF,,0,1,4,1
393,Spanish Segunda RFEF Group 4,res://assets/textures/tournament_logo/393.png,226,10,Spanish Segunda RFEF,,0,1,4,1
394,Spanish Segunda RFEF Group 5,res://assets/textures/tournament_logo/394.png,226,10,Spanish Segunda RFEF,,0,1,4,1
395,Super League,res://assets/textures/tournament_logo/395.png,227,22,Sri Lanka Super League,,0,1,1,1
396,Champions League,res://assets/textures/tournament_logo/396.png,227,22,Sri Lanka Champions League,,0,1,2,1
397,Premier League,res://assets/textures/tournament_logo/397.png,228,17,Sudani Premier League,,0,1,1,1
398,Major League,res://assets/textures/tournament_logo/398.png,229,12,Suriname Major League,,0,1,1,1
399,SVB Eerste Divisie,res://assets/textures/tournament_logo/399.png,229,12,SVB Eerste Divisie,,0,1,2,1
400,Allsvenskan,res://assets/textures/tournament_logo/400.png,230,8,Swedish Allsvenskan,,0,1,1,1
401,Superettan,res://assets/textures/tournament_logo/401.png,230,8,Swedish Superettan,,0,1,2,1
402,Division 1 North,res://assets/textures/tournament_logo/402.png,230,8,Swedish Division 1 North,,0,1,3,1
403,Division 1 South,res://assets/textures/tournament_logo/403.png,230,8,Swedish Division 1 South,,0,1,3,1
404,Super League,res://assets/textures/tournament_logo/404.png,231,11,Swiss Super League,,0,1,1,1
405,Challenge League,res://assets/textures/tournament_logo/405.png,231,11,Swiss Challenge League,,0,1,2,1
406,Promotion League,res://assets/textures/tournament_logo/406.png,231,11,Swiss Promotion League,,0,1,3,1
407,Premier League,res://assets/textures/tournament_logo/407.png,232,24,Syrian Premier League,,0,1,1,1
408,Premier League,res://assets/textures/tournament_logo/408.png,233,21,Taiwan Football Premier League,,0,1,1,1
409,Second Division Football League,res://assets/textures/tournament_logo/409.png,233,21,Taiwan Second Division Football League,,0,1,2,1
410,Vysshaya Liga,res://assets/textures/tournament_logo/410.png,234,20,Tajikistan Vysshaya Liga,,0,1,1,1
411,Premier League,res://assets/textures/tournament_logo/411.png,235,17,Tanzanian Premier League,,0,1,1,1
412,Championship League,res://assets/textures/tournament_logo/412.png,235,17,Tanzanian Championship League,,0,1,2,1
413,League 1 ,res://assets/textures/tournament_logo/413.png,236,23,Thai League 1 ,,0,1,1,1
414,League 2,res://assets/textures/tournament_logo/414.png,236,23,Thai League 2,,0,1,2,1
415,Championnat National,res://assets/textures/tournament_logo/415.png,237,19,Togolese Championnat National,,0,1,1,1
416,Major League,res://assets/textures/tournament_logo/416.png,239,26,Tonga Major League,,0,1,1,1
417,TT Premier Football League,res://assets/textures/tournament_logo/417.png,241,12,TT Premier Football League,,0,1,1,1
418,Ligue 1,res://assets/textures/tournament_logo/418.png,243,16,Tunisian Ligue 1,,0,1,1,1
419,Ligue 2,res://assets/textures/tournament_logo/419.png,243,16,Tunisian Ligue Professionnelle 2,,0,1,2,1
420,Super Lig,res://assets/textures/tournament_logo/420.png,244,10,Turkish Super Lig,,0,1,1,1
421,1 Lig,res://assets/textures/tournament_logo/421.png,244,10,Turkish 1 Lig,,0,1,2,1
422,2 Lig,res://assets/textures/tournament_logo/422.png,244,10,Turkish 2 Lig,,0,1,3,1
423,3 Lig,res://assets/textures/tournament_logo/423.png,244,10,Turkish 3 Lig,,0,1,4,1
424,Yokary Liga,res://assets/textures/tournament_logo/424.png,245,20,Turkmenistan Yokary Liga,,0,1,1,1
425,First League,res://assets/textures/tournament_logo/425.png,245,20,Turkmenistan First League,,0,1,2,1
426,Provo Premier League,res://assets/textures/tournament_logo/426.png,246,12,Provo Premier League,,0,1,1,1
427,A-Division,res://assets/textures/tournament_logo/427.png,247,27,Tuvalu A-Division,,0,1,1,1
428,USVISF Premier League,res://assets/textures/tournament_logo/428.png,248,12,USVISF Premier League,,0,1,1,1
429,Premier League,res://assets/textures/tournament_logo/429.png,249,17,Ugandan Premier League,,0,1,1,1
430,FUFA Big League,res://assets/textures/tournament_logo/430.png,249,17,FUFA Big League,,0,1,2,1
431,Premier League,res://assets/textures/tournament_logo/431.png,250,9,Ukrainian Premier League,,0,1,1,1
432,First League,res://assets/textures/tournament_logo/432.png,250,9,Ukrainian First League,,0,1,2,1
433,Second League,res://assets/textures/tournament_logo/433.png,250,9,Ukrainian Second League,,0,1,3,1
434,Pro League,res://assets/textures/tournament_logo/434.png,251,24,UAE Pro League,,0,1,1,1
435,First Division League,res://assets/textures/tournament_logo/435.png,251,24,UAE First Division League,,0,1,2,1
436,Second Division League,res://assets/textures/tournament_logo/436.png,251,24,UAE Second Division League,,0,1,3,1
437,Major League Soccer,res://assets/textures/tournament_logo/437.png,252,14,American Major League Soccer,,0,1,1,1
438,USL Championship,res://assets/textures/tournament_logo/438.png,252,14,American USL Championship,,0,1,2,1
439,USL League One,res://assets/textures/tournament_logo/439.png,252,14,American USL League One,,0,1,3,1
440,USL League Two,res://assets/textures/tournament_logo/440.png,252,14,American USL League Two,,0,1,4,1
441,Primera Division,res://assets/textures/tournament_logo/441.png,253,3,Uruguayan Primera Division,,0,1,1,1
442,Segunda División,res://assets/textures/tournament_logo/442.png,253,3,Uruguayan Segunda División,,0,1,2,1
443,Primera División Amateur,res://assets/textures/tournament_logo/443.png,253,3,Uruguayan Primera División Amateur,,0,1,3,1
444,Super League,res://assets/textures/tournament_logo/444.png,254,20,Uzbekistan Super League,,0,1,1,1
445,Pro League,res://assets/textures/tournament_logo/445.png,254,20,Uzbekistan Pro League,,0,1,2,1
446,First League,res://assets/textures/tournament_logo/446.png,254,20,Uzbekistan First League,,0,1,3,1
447,VFF Champions League,res://assets/textures/tournament_logo/447.png,255,25,VFF Champions League,,0,1,1,1
448,Primera Division,res://assets/textures/tournament_logo/448.png,257,3,Venezuela Primera Division,,0,1,1,1
449,Segunda Division,res://assets/textures/tournament_logo/449.png,257,3,Venezuelan Segunda Division,,0,1,2,1
450,V.League 1,res://assets/textures/tournament_logo/450.png,258,23,Vietnamese V.League 1,,0,1,1,1
451,V.League 2,res://assets/textures/tournament_logo/451.png,258,23,Vietnamese V.League 2,,0,1,2,1
452,Cymru Premier,res://assets/textures/tournament_logo/452.png,259,11,Welsh Premier League,,0,1,1,1
453,Welsh Cymru North,res://assets/textures/tournament_logo/453.png,259,11,Welsh Cymru North-South,,0,1,2,1
454,Welsh Cymru South,res://assets/textures/tournament_logo/454.png,259,11,Welsh Cymru North-South,,0,1,2,1
455,Yemeni League,res://assets/textures/tournament_logo/455.png,261,24,Yemeni League,,0,1,1,1
456,Super League,res://assets/textures/tournament_logo/456.png,262,18,Zambia Super League,,0,1,1,1
457,Nationa Division One,res://assets/textures/tournament_logo/457.png,262,18,Zambia Nationa Division One,,0,1,2,1
458,Premier League,res://assets/textures/tournament_logo/458.png,263,17,Zanzibar Premier League,,0,1,1,1
459,Premier Soccer League,res://assets/textures/tournament_logo/459.png,264,18,Zimbabwe Premier Soccer League,,0,1,1,1
460,Kategoria Superiore Femra,res://assets/textures/tournament_logo/460.png,5,9,Albania Kategoria Superiore Femra,,1,1,1,1
461,Elite National Championship,res://assets/textures/tournament_logo/461.png,6,16,Algerian Women's Championship,,1,1,1,1
462,D1 National Championship,res://assets/textures/tournament_logo/462.png,6,16,Algerian Women's D1 National Championship,,1,1,2,1
463,Primera División A,res://assets/textures/tournament_logo/463.png,12,3,Argentina Campeonato de Fútbol Femenino,,1,1,1,1
464,Primera División B,res://assets/textures/tournament_logo/464.png,12,3,Argentina Campeonato de Fútbol Femenino de Primera División B,,1,1,2,1
465,Primera División C,res://assets/textures/tournament_logo/465.png,12,3,Argentina Campeonato de Fútbol Femenino de Primera División C,,1,1,3,1
466,A-League Women,res://assets/textures/tournament_logo/466.png,16,23,Australia A-League Women,,1,1,1,1
467,ÖFB Frauen Bundesliga,res://assets/textures/tournament_logo/467.png,17,11,Austria ÖFB Frauen Bundesliga,,1,1,1,1
468,Women Soccer League,res://assets/textures/tournament_logo/468.png,19,12,Bahamas Women Soccer League,,1,1,1,1
469,Women's Football League,res://assets/textures/tournament_logo/469.png,20,24,Bahrain Women's Football League,,1,1,1,1
470,Women's Football League,res://assets/textures/tournament_logo/470.png,21,22,Bangladesh Women's Football League,,1,1,1,1
471,Premier League,res://assets/textures/tournament_logo/471.png,23,9,Belarusian Premier League,,1,1,1,1
472,Super League,res://assets/textures/tournament_logo/472.png,24,11,Belgian Women's Super League,,1,1,1,1
473,First National Division,res://assets/textures/tournament_logo/473.png,24,11,Belgian Women's First National Division,,1,1,2,1
474,Championship,res://assets/textures/tournament_logo/474.png,26,19,Benin Women's Championship,,1,1,1,1
475,National League,res://assets/textures/tournament_logo/475.png,28,22,Bhutan Women's National League,,1,1,1,1
476,Liga Femenina,res://assets/textures/tournament_logo/476.png,29,3,Bolivia Liga Femenina,,1,1,1,1
477,Premier League,res://assets/textures/tournament_logo/477.png,31,9,Bosnia and Herzegovina Women's Premier League,,1,1,1,1
478,Championship,res://assets/textures/tournament_logo/478.png,32,18,Botswana Women's Championship,,1,1,1,1
479,Série A1,res://assets/textures/tournament_logo/479.png,33,3,Brazil Campeonato Brasileiro de Futebol Feminino Série A1,,1,1,1,1
480,Série A2,res://assets/textures/tournament_logo/480.png,33,3,Brazil Campeonato Brasileiro de Futebol Feminino Série A2,,1,1,2,1
481,Série A3,res://assets/textures/tournament_logo/481.png,33,3,Brazil Campeonato Brasileiro de Futebol Feminino Série A3,,1,1,3,1
482,Women's League,res://assets/textures/tournament_logo/482.png,36,9,Bulgarian Women's League,,1,1,1,1
483,Championship,res://assets/textures/tournament_logo/483.png,37,19,Burkinabé Women's Championship,,1,1,1,1
484,Ligue A,res://assets/textures/tournament_logo/484.png,38,17,Burundi Women's Championship,,1,1,1,1
485,Women's League,res://assets/textures/tournament_logo/485.png,39,23,Cambodian Women's League,,1,1,1,1
486,Championship,res://assets/textures/tournament_logo/486.png,40,15,Cameroonian Women's Championship,,1,1,1,1
487,Northern Super League,res://assets/textures/tournament_logo/487.png,41,14,Canada Northern Super League,,1,1,1,1
488,Championship,res://assets/textures/tournament_logo/488.png,42,19,Cape Verdean Women's Championship,,1,1,1,1
489,Championship,res://assets/textures/tournament_logo/489.png,45,15,Chadian Women's Championship,,1,1,1,1
490,Campeonato Nacional Fútbol Femenino,res://assets/textures/tournament_logo/490.png,46,3,Chile Campeonato Nacional Fútbol Femenino,,1,1,1,1
491,Primera B,res://assets/textures/tournament_logo/491.png,46,3,Chile Women's Primera B,,1,1,2,1
492,Super League,res://assets/textures/tournament_logo/492.png,47,21,Chinese Women's Super League,,1,1,1,1
493,Women's Football League,res://assets/textures/tournament_logo/493.png,47,21,Chinese Women's Football League,,1,1,2,1
494,Championship,res://assets/textures/tournament_logo/494.png,51,18,Comorian Women's Championship,,1,1,1,1
495,Championship,res://assets/textures/tournament_logo/495.png,52,15,Congolese Women's Championship,,1,1,1,1
496,Premier Division,res://assets/textures/tournament_logo/496.png,54,13,Costa Rican Women's Premier Division,,1,1,1,1
497,First Football League,res://assets/textures/tournament_logo/497.png,55,9,Croatian Women's First Football League,,1,1,1,1
498,First Division,res://assets/textures/tournament_logo/498.png,58,10,Cypriot Women's First Division,,1,1,1,1
499,First League,res://assets/textures/tournament_logo/499.png,59,9,Czech Women's First League,,1,1,1,1
500,A-Liga,res://assets/textures/tournament_logo/500.png,60,8,Danish A-Liga,,1,1,1,1
501,B-Liga,res://assets/textures/tournament_logo/501.png,60,8,Danish B-Liga,,1,1,2,1
502,Championship,res://assets/textures/tournament_logo/502.png,61,17,Djiboutian Women's Championship,,1,1,1,1
503,Championship,res://assets/textures/tournament_logo/503.png,64,15,DR Congo women's football championship,,1,1,1,1
504,Superliga Femenina,res://assets/textures/tournament_logo/504.png,67,3,Ecuador Superliga Femenina,,1,1,1,1
505,Premier League,res://assets/textures/tournament_logo/505.png,68,16,Egyptian Women's Premier League,,1,1,1,1
506,Primera División Femenina,res://assets/textures/tournament_logo/506.png,69,13,Primera División Femenina de El Salvador,,1,1,1,1
507,Super League,res://assets/textures/tournament_logo/507.png,70,11,English Women's Super League,,1,1,1,1
508,Super League 2,res://assets/textures/tournament_logo/508.png,70,11,English Women's Super League 2,,1,1,2,1
509,FA Women's National League North,res://assets/textures/tournament_logo/509.png,70,11,English FA Women's National League North,,1,1,3,1
510,FA Women's National League South,res://assets/textures/tournament_logo/510.png,70,11,English FA Women's National League South,,1,1,3,1
511,Primera División femenina,res://assets/textures/tournament_logo/511.png,71,15,Equatoguinean Primera División femenina,,1,1,1,1
512,Naiste Meistriliiga,res://assets/textures/tournament_logo/512.png,73,8,Estonian Naiste Meistriliiga,,1,1,1,1
513,Women's League,res://assets/textures/tournament_logo/513.png,74,18,Eswatini Women's League,,1,1,1,1
514,Premier League,res://assets/textures/tournament_logo/514.png,75,17,Ethiopian Women's Premier League,,1,1,1,1
515,1. deild kvinnur,res://assets/textures/tournament_logo/515.png,77,8,Faroe islands 1. deild kvinnur,,1,1,1,1
516,Super League,res://assets/textures/tournament_logo/516.png,79,25,Fiji Women's Super League,,1,1,1,1
517,Kansallinen Liiga,res://assets/textures/tournament_logo/517.png,80,8,Finland Kansallinen Liiga,,1,1,1,1
518,Kansallinen Ykkönen,res://assets/textures/tournament_logo/518.png,80,8,Finland Kansallinen Ykkönen,,1,1,2,1
519,Première Ligue,res://assets/textures/tournament_logo/519.png,81,11,France Première Ligue,,1,1,1,1
520,Seconde Ligue,res://assets/textures/tournament_logo/520.png,81,11,France Seconde Ligue,,1,1,2,1
521,Division 3 Féminine,res://assets/textures/tournament_logo/521.png,81,11,France Division 3 Féminine,,1,1,3,1
522,Championship,res://assets/textures/tournament_logo/522.png,84,15,Gabonese Women's Championship,,1,1,1,1
523,GFF Women's League Division One,res://assets/textures/tournament_logo/523.png,85,19,GFF Women's League Division One,,1,1,1,1
524,Championship,res://assets/textures/tournament_logo/524.png,86,9,Georgia women's football championship,,1,1,1,1
525,Liga 2,res://assets/textures/tournament_logo/525.png,86,9,Georgian Women's Liga 2,,1,1,2,1
526,Frauen-Bundesliga,res://assets/textures/tournament_logo/526.png,87,11,Germany Frauen-Bundesliga,,1,1,1,1
527,2. Frauen-Bundesliga,res://assets/textures/tournament_logo/527.png,87,11,Germany 2. Frauen-Bundesliga,,1,1,2,1
528,Premier League,res://assets/textures/tournament_logo/528.png,88,19,Ghana Women's Premier League,,1,1,1,1
529,Women's Football League,res://assets/textures/tournament_logo/529.png,89,10,Gibraltar Women's Football League,,1,1,1,1
530,A Division,res://assets/textures/tournament_logo/530.png,91,10,Greek Womens A Division,,1,1,1,1
531,Second National Division,res://assets/textures/tournament_logo/531.png,91,10,Greek Womens Second National Division,,1,1,2,1
532,G League,res://assets/textures/tournament_logo/532.png,95,21,Guam G League Women,,1,1,1,1
533,National Women's Football League,res://assets/textures/tournament_logo/533.png,96,13,Guatemala National Women's Football League,,1,1,1,1
534,League 1,res://assets/textures/tournament_logo/534.png,98,19,Guinea Women's League 1,,1,1,1,1
535,Championship,res://assets/textures/tournament_logo/535.png,99,19,Guinea-Bissau Women's Championship,,1,1,1,1
536,Championship,res://assets/textures/tournament_logo/536.png,100,12,Guyana Women's Championship,,1,1,1,1
537,Women's League,res://assets/textures/tournament_logo/537.png,104,21,Hong Kong Women's League,,1,1,1,1
